v1,v2,,,
ham,"The MSCI Emerging Markets Index is an important global equity index that measures the performance of emerging markets. The increase in India's weight means that international investors' interest in the Indian market is growing. As India's weight increases, global fund managers may passively increase their allocation to Indian stocks. This could lead to a large inflow of capital, driving the market higher",,,
ham,I will follow your advice and trade,,,
ham,"If the weather is good and power comes back by tomorrow morning, I will join",,,
spam,Hello Your Unlimited pack MRP is expiring on2021-06-11 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4,,,
ham,What should we do nextÃ¢ÂÂ,,,
ham,Where ?,,,
spam,"FREE ENTERTAINMENT ALERT! Watch Deepika Padukone's Gehraiyaan on Prime Video Mobile Edition. Claim 30 days trial,1 time offer. TnC Click u.airtel.in/PVME",,,
ham,Is it that you know admin credentials or your user name is added to admin list ?may be you donÂt know....,,,
ham,The bell for the end of the stock market has rung today,,,
ham,Hi,,,
ham,How to solve these problemsÃ¢ÂÂ,,,
spam,"Wednesday Bonus at SMART Point Store,Bangalore! Onion Rs 36/Kg,Cucumber Rs 20/Kg,Sapota Rs 39/Kg,valid on 15 Dec,Click bit.ly/3II77I3 T&C",,,
ham,If anyone trying to call you for assessment on Monday let me know I will speak to them,,,
ham,E2E is up again .... No pending orders today,,,
ham,Taking a day off really worked,,,
spam,"Win trip to Dubai for 2, Bike, Laptop, Smartphone & much more this T20 season! Participate in Vi PLAY ALONG NOW, click https://bit.ly/ViPAG .T&C apply.",,,
ham,Not necessarily there are still three policy meetings left this year,,,
ham,Ok,,,
spam,"Valentine's Day Special at SMART Point store,B1G1 Deo /Facewash/Mirabelle Facial Mask(SelVar),25% OFF On Cadbury Home Pack chocolates,Click bit.ly/2uvKRzL T&C",,,
spam,Introducing Airtel Xsafe! A smart home surveillance solution with Wi-Fi-based security cameras. Order now & get FREE expert consultation and installation. i.airtel.in/SafePre1,,,
ham,??,,,
ham,I have joined,,,
spam,"You are missing it! Claim your Vi Movies & TV Classic membership & get Pattabhiraman, Oru Adaar Love, Ligue1 football matches on Vh1 &more!Click bit.ly/Vi-mv34",,,
ham,?image omitted,,,
ham,Nobody is facing,,,
ham,No,,,
spam,"Get up to Rs.1K assured cashback & Rs.25K free credit with OlaMoney Postpaid+. Use it across 15K+ apps, pay back in 30 days.Click:https://hello.ola.app/ompp",,,
spam,Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 15th Aug 2021. TnC,,,
spam,Your Rs.8850 welcome bonus is ready to be credited. Download Junglee Rummy now. Claim bonus: http://1kx.in/hO9g4Y,,,
ham,What is this weighting,,,
ham,*phone network,,,
ham,WhatÂs your issue,,,
spam,"Hi, we saw you showed interest in recharging your Airtel number. To enjoy an uninterrupted experience, please complete your recharge by clicking here i.airtel.in/drdpr",,,
ham,This shows your negligence??,,,
ham,Paise Se Kahan milenge idhar,,,
ham,Today's sharing ends here. Let's celebrate this great festival together tomorrowÃ°ÂÂÂ,,,
ham,Guys just so you it; they will get negative rating if not done; it has nothing to be done with manager itÂs auotomativally taken by system no one can help u to override it and rest is up to you,,,
spam,Alert!90%: data is consumed. Get 5GB data topup at just Rs98 valid till your current pack. Click i.airtel.in/Get-Data,,,
ham,Taking kid to hospital. Will join at 3 pm,,,
ham,"Thanks Ms. Rama, I already know the stock name...As far as I know, its subsidiary opened a nano urea plant early this month, and the profit in the fourth quarter is likely to increase",,,
ham,"Please stop this habit, you already know your shift timing, plan your day accordingly.",,,
spam,"Hi Customer, Max Fashion Preview SALE ALERT! Upto 50% OFF + 1500 GV FREE on shopping of 2999 ONLY 15-18Dec Rush to nearest Max store NOW! TnC",,,
spam,Akshay Kumar ki latest film Laxmii dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHotstar1,,,
ham,I will take a break and rejoin,,,
ham,Yes it needs to fill the gap,,,
ham,I got Network issue,,,
ham,I sold it and am now waiting for the stock recommended by the professor today,,,
ham,Not sure,,,
ham,Message me if want to discuss something.,,,
ham,"DonÃ¢ÂÂt get your hopes up. Even if such an opportunity arises, it doesnÃ¢ÂÂt necessarily mean weÃ¢ÂÂll be able to sell in time",,,
ham,Mr Arvind Singh please remember to notify me when it's time to sell LLOYDS,,,
spam,"Watch exciting T20 matches everyday, LIVE on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''s 501 / 701 / 901 recharges. For details, click bit.ly/ViHotstar12",,,
ham,Because the market is really too tense right now,,,
ham,No worries there will be plenty of opportunities in the future,,,
ham,Will discuss,,,
ham,Sure,,,
ham,Check inÃ°ÂÂÂ,,,
spam,"Alert! Your Unlimited pack is expired on 28/10/21. Recharge with 1)299:4GB/D+UL,28D 2)399:1.5GB/D+UL,56D 3)599:1.5GB/D+UL,84D Click bit.ly/ViRC20",,,
ham,It's a g3 model laptop,,,
spam,KITE Victers - Study from home with this educational channel on Vi Movies & TV app. Click now - bit.ly/Vi-kite1,,,
spam,"Wednesday Bonus@JioMart,Bangalore!Onion Rs 27/Kg,Sweet Corn Rs 10/Pc,Apple Simla Rs 115/Kg,Also at SMART &SMART Point store bit.ly/3hOTf2S 22Sep,TC",,,
ham,???? then I will be in start only.. I will not move to CCNA????,,,
spam,"Hi, congrats! Your Home Loan offer has arrived: EMIs from just Rs. 649/lakh | Up to Rs. 30L | Apply now | TnC apply bnkbzr.co/PINGxxkNLf",,,
ham,Salarpuria arena building,,,
ham,I like penny stocks,,,
ham,?image omitted,,,
spam,"Dear Customer, R&B-Dubai's Favourite Fashion Brand BLACK FRIDAY Sale is here! Avail FLAT 30% Off ON EVERYTHING from Nov 22-26. Click bit.ly/49lpShV. T&C.",,,
ham,Some security issue,,,
ham,Yes Kk,,,
ham,Having network issue,,,
spam,"Hello Vi customer Unlock your coupon now! Exclusive deals and offers available only for Vi customers, to explore more simply click https://viapp.onelink.me/bSC3/efc3d0ba",,,
ham,??,,,
ham,"Team, am facing fiber nw issue.",,,
ham,?image omitted,,,
ham,"The stock price has started to soar, I set a price of 91 to buy",,,
ham,?image omitted,,,
ham,My system got stuck at 100% system update,,,
ham,IÃ¢ÂÂve already sent you a private message Thank you,,,
spam,Shoppers Stop Bannerghatta EXCLUSIVE! Get 500 BONUS POINTS on shopping of Rs.3500 in a single bill. Walk in to our store NOW! For details click bit.ly/SSbnpts .T&C,,,
ham,Joined,,,
ham,"Facing network issue, will join soon",,,
spam,FREE HELLOTUNES for music lovers like you! Also access to AD FREE 15+ Million songs. Your FREE Wynk premium subscription is waiting. Claim today open.wynk.in/Wynk2Free,,,
spam,"Congrats 99467696XX,Get Credit Limit up to Rs 4 lakh on American Express Membership Rewards(R) credit card. T&C Apply. Click- http://1kx.in/rci5SX",,,
spam,Steal the deal OFFER ! Apply for Pre-Qualified Flipkart Axis Bank Credit Card & Get 5% unlimited Cashback + Rs.1000* Gift Card. http://fkrt.it/!zwFQJNNNN,,,
spam,Hi! Watch your favourite shows via Live TV on Vi App simply click to download https://bit.ly/myvi-app,,,
spam,"Dear Greencard member, We're sure u enjoyed shopping at Pantaloons, Kammanahalli From Apparel to Accessories to Homeware find everything for yourself & ur family at Pantaloons & if you don't find it in-store, you will find it online - Click tltx.in/nEpAl to shop online now!!",,,
spam,"You've always been our favourite So here's Rs.200 MynCash + Free Shipping Shop Shirts, Tshirts & more @ Mid Year Sale http://smsd.in/bftVxrPKH",,,
spam,#GameOn with Airtel Xstream Fiber! Enjoy up to 1 Gbps WiFi speed for all your needs. Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,,,
ham,Okay,,,
ham,Ok,,,
ham,Hi Rithika gm; sure no issues,,,
ham,No power,,,
ham,"Power is bck, will be joining in next 15 to 20 mins",,,
ham,Leave it for now... Will talk later,,,
ham,""" The BSE midcap index ended flat, while the smallcap index was up 0.5 per cent.""",,,
ham,SMSPHARMA is now up 3% which is already a good gain,,,
ham,"The stability of the JPY has been instrumental in driving a global market recovery. Besides that, the strong US retail sales and a decline in weekly jobless claims have helped alleviate fears of a US recession. Further, the market sentiment has improved due to a decrease in US CPI inflation.",,,
ham,I have tried to reset using the tool but my account is locked,,,
ham,"Having headache, cold and sneeze",,,
ham,"Prof Sohan Sharma is busy these days. I am Prof Sohan Sharma's assistant Riya Ask me any questions about stocks. I will be posting Prof's selected stocks to the group every day. Prof Sohan Sharma will impart professional investment knowledge and advanced investment concepts to the group in the future, so that friends can enjoy the dividends of the development of the Indian stock market.",,,
ham,????,,,
ham,Sso might be issue if you are not able to logging to snow,,,
ham,?sticker omitted,,,
spam,You have NOT YET CLAIMED your 1-year ZEE5 Premium subscription with your Vi recharge. Activate NOW at ZERO COST. Click bit.ly/ViZee5Offer & enter your Vi no.,,,
ham,Let's wait,,,
ham,+916232014309.vcf (file attached),,,
ham,"Not feeling gud, I willl be joining one hour late",,,
ham,""" In summary, technical analysis uses historical price and volume data to identify patterns and trends that occurred in the past and uses this information to make predictions about future price movements. If you are a human being capable of independent thinking, rather than an artificial intelligence, I believe you understand the concepts of greed and fear. You must also understand that history repeats itself in many ways. Therefore, the only concept left to clarify is what do we mean by trend?""",,,
ham,Okay Thank you,,,
ham,Should I and ram share our screen to Vasanth ?,,,
ham,Hi team i will joined by 20mins delay,,,
spam,"Hi, Buy 1 Get 1 FREE on blissful bath & body essentials! Grab best-sellers @Nykaa's Freedom Sale, From 9PM-12AM! SHOP IT!: bit.ly/46DvW4i",,,
spam,"Celebrate the stories you love on Disney+ Day. Watch Jungle Cruise, Shang-Chi, Special Ops 1.5 and many more streaming November 12 on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''s 501 / 701 / 901 recharges. For details click bit.ly/ViHotstar12",,,
spam,"Weekend deals at SMART Point store! Save Rs 116 Kellogg's Muesli 750 g Onw(Sel Var),Rs 50 OFF on Colgate/ Dabur Toothpaste 500g,Click bit.ly/2Tb4nde T&C",,,
ham,Y,,,
ham,The labor market now has little to no impact on inflation,,,
ham,"Hi Team, will be joining 20 min late",,,
spam,Cloudnine administrator has assigned 6 course(s) to you. These courses need to be completed by 18-12-2021 . Please click on the link to start your training. https://cloudnine.medlern.com/dashboard MedLern,,,
ham,"This is to inform that, we can still see u guys still available status in AWS. Kindly go offline",,,
ham,Investment Strategies India,,,
ham,2,,,
spam,"Dear Customer, R&B store is buzzing with the Festive Offer! Shop for Rs. 3499 and get a Duffle Bag worth Rs. 2999 free. Hurry, visit us today! T&C.",,,
ham,Yes now it's working after resetting the password,,,
spam,Set your favourite songs as your ringtone for just Rs10! Click here to buy now! open.wynk.in/ringtones4,,,
ham,You are supposed ti be raised by this time,,,
spam,"GREAT VALUE OFFER! Get 5GB data, AD FREE HD Music along with over 20 Mn songs, unlimited hellotunes and downloads only with Rs98 Airtel pack. Valid as per current pack validity. Recharge today i.airtel.in/Wynk98New",,,
spam,"Rs.51 Welcome Bonus CREDITED! Sign up for Airtel wallet now and enjoy easy,secure payments. Join today i.airtel.in/get_Rs51",,,
ham,Hi team please join training,,,
spam,"Your Wi-Fi brings theatre to your home! Fighter, Murder Mubarak & much more awaits you on 20+ OTTs, 350+ TV channels & superfast Wi-Fi speed with Airtel Xstream Fiber! Plans starting at just Rs. 699. i.airtel.in/Exclusiveoffer",,,
ham,?,,,
ham,Pls follow up with IT team for your Laptop..,,,
spam,"For Internet Safety, RAHO DO KADAM AAGEY. Never click unknown link or share your Bank details. To know more, click here i.airtel.in/e/SafetyFirst . Issued in public interest by Google & Airtel.",,,
ham,The same goes for the weakening US economy,,,
spam,Double Combo: Lifetime FREE Credit Card + 5% unlimited cashback. Apply for Flipkart Axis Bank Credit Card. Limited Period Offer! http://fkrt.it/QrnejANNNN,,,
ham,However tech stocks are indeed seeing positive momentum right now,,,
ham,I will join in 20min,,,
ham,"The E2E I bought at the opening has now gone up, thanks Ã°ÂÂÂ",,,
spam,"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/pgTBraaa .TnC. - Samsung",,,
ham,Facing some issues in internet,,,
ham,"Ram is joining 1 hr late today, he have some emergency.",,,
ham,?GIF omitted,,,
ham,"I will share the specific stock picking skills with you on Sunday and select enough stocks, please feel free to learnÃ°ÂÂÂ",,,
ham,Why what happened?,,,
spam,"Binge on Vi.FREE Data from 12midnight to 6am+Carry Mon-Fri unused Data to weekend bit.ly/Vi-WDR Rs299 recharged:2+2=4GB/D+UL+100SMS/D,28D.GST:18%PF:RsRs253.39",,,
ham,https,,,
spam,"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/DownloadÂ¿Thanks",,,
ham,In fact the impact on the overall market isn't significant,,,
spam,Watch India vs Sri Lanka series LIVE on SonyLIV with Airtel Xstream Play. Click to watch - https://open.airtelxstream.in/India_Srilanka_Match,,,
spam,"1GB FREE DATA for data lovers like you! To avail the offer, visit Airtel Thanks App, TnC Apply i.airtel.in/FreeData1GB",,,
ham,It's taking some time,,,
ham,Hi,,,
ham,I also have a question,,,
